path,extension,bytes,encoding,line_count,categories,score_total,coverage,edge_cases,errors,data_integrity,deployment
AI_PROMPTING_FOLDERSTRUCTURE/docs/source-to-template-traceability.md,.md,4590,utf-8-sig,84,frontend;backend;ui;sql;renderer;hosting_vercel_aws;verification;security;performance,83,28,19,15,11,10
AI_PROMPTING_FOLDERSTRUCTURE/frontend/ai_instructions.md,.md,15197,utf-8-sig,165,frontend;backend;ui;sql;renderer;data_feed;hosting_vercel_aws;data_provider;verification;security;performance,92,34,20,15,13,10
AI_PROMPTING_FOLDERSTRUCTURE/frontend/component_template.md,.md,16928,utf-8-sig,229,frontend;backend;ui;sql;renderer;data_feed;visualization;hosting_vercel_aws;data_provider;verification;security;performance,97,37,20,15,15,10
AI_PROMPTING_FOLDERSTRUCTURE/frontend/frontend-system.md,.md,14928,utf-8-sig,188,frontend;backend;ui;sql;renderer;data_feed;visualization;hosting_vercel_aws;verification;security;performance,94,34,20,15,15,10
AI_PROMPTING_FOLDERSTRUCTURE/frontend/page_template.md,.md,16971,utf-8-sig,229,frontend;backend;ui;sql;renderer;data_feed;visualization;hosting_vercel_aws;data_provider;verification;security;performance,97,37,20,15,15,10
AI_PROMPTING_FOLDERSTRUCTURE/frontend/project-structure.md,.md,15814,utf-8-sig,234,frontend;backend;ui;sql;renderer;data_feed;visualization;hosting_vercel_aws;verification;security;performance,94,34,20,15,15,10
AI_PROMPTING_FOLDERSTRUCTURE/frontend/prompts.md,.md,13309,utf-8-sig,256,frontend;backend;ui;sql;renderer;data_feed;visualization;hosting_vercel_aws;verification;security;performance,94,34,20,15,15,10
AI_PROMPTING_FOLDERSTRUCTURE/frontend/README.md,.md,3491,utf-8-sig,48,frontend;backend;ui;data_feed;visualization;verification;security;performance,53,25,10,7,4,7
AI_PROMPTING_FOLDERSTRUCTURE/frontend/routing.md,.md,14625,utf-8-sig,211,frontend;backend;ui;sql;renderer;data_feed;visualization;hosting_vercel_aws;verification;security;performance,94,34,20,15,15,10
AI_PROMPTING_FOLDERSTRUCTURE/frontend/state-management.md,.md,24832,utf-8-sig,323,frontend;backend;ui;sql;renderer;data_feed;hosting_vercel_aws;data_provider;verification;security;performance,94,34,20,15,15,10
AI_PROMPTING_FOLDERSTRUCTURE/frontend/tests.md,.md,11278,utf-8-sig,147,frontend;backend;ui;sql;renderer;data_feed;hosting_vercel_aws;verification;security;performance,91,31,20,15,15,10
AI_PROMPTING_FOLDERSTRUCTURE/integration/ai_instructions.md,.md,17371,utf-8-sig,242,frontend;backend;ui;sql;renderer;data_feed;visualization;hosting_vercel_aws;data_provider;verification;security;performance,97,37,20,15,15,10
AI_PROMPTING_FOLDERSTRUCTURE/integration/api-contracts.md,.md,24714,utf-8-sig,391,frontend;backend;ui;sql;renderer;data_feed;visualization;hosting_vercel_aws;data_provider;verification;security;performance,97,37,20,15,15,10
AI_PROMPTING_FOLDERSTRUCTURE/integration/auth-flows.md,.md,22858,utf-8-sig,285,frontend;backend;ui;sql;renderer;data_feed;visualization;hosting_vercel_aws;data_provider;verification;security;performance,97,37,20,15,15,10
AI_PROMPTING_FOLDERSTRUCTURE/integration/error-handling.md,.md,9643,utf-8-sig,136,frontend;backend;ui;sql;renderer;data_feed;visualization;hosting_vercel_aws;data_provider;verification;security;performance,97,37,20,15,15,10
AI_PROMPTING_FOLDERSTRUCTURE/integration/README.md,.md,3741,utf-8-sig,44,frontend;backend;ui;sql;data_feed;visualization;data_provider;verification;security;performance,64,31,0,15,10,8
AI_PROMPTING_FOLDERSTRUCTURE/integration/third-party-services.md,.md,14316,utf-8-sig,204,frontend;backend;ui;sql;renderer;data_feed;visualization;hosting_vercel_aws;data_provider;verification;security;performance,97,37,20,15,15,10
AI_PROMPTING_FOLDERSTRUCTURE/integration/webhook_handler.md,.md,15638,utf-8-sig,184,frontend;backend;ui;sql;renderer;data_feed;visualization;hosting_vercel_aws;data_provider;verification;security;performance,97,37,20,15,15,10
AI_PROMPTING_FOLDERSTRUCTURE/localization_controller.md,.md,17755,utf-8-sig,458,frontend;backend;ui;sql;renderer;data_feed;visualization;data_provider;verification;security;performance,87,34,20,10,13,10
AI_PROMPTING_FOLDERSTRUCTURE/qa-and-checks/accessibility-checks.md,.md,6333,utf-8-sig,99,frontend;backend;ui;sql;renderer;hosting_vercel_aws;verification;security;performance,86,28,19,15,14,10
AI_PROMPTING_FOLDERSTRUCTURE/qa-and-checks/checklist.md,.md,22848,utf-8-sig,308,frontend;backend;ui;sql;renderer;data_feed;visualization;hosting_vercel_aws;data_provider;verification;security;performance,97,37,20,15,15,10
AI_PROMPTING_FOLDERSTRUCTURE/qa-and-checks/data-integrity-checks.md,.md,7302,utf-8-sig,136,frontend;backend;ui;sql;renderer;data_feed;hosting_vercel_aws;kafka;data_provider;verification;security;performance,97,37,20,15,15,10
AI_PROMPTING_FOLDERSTRUCTURE/qa-and-checks/integration-resilience-checks.md,.md,5432,utf-8-sig,92,frontend;backend;ui;sql;renderer;hosting_vercel_aws;data_provider;verification;security;performance,85,31,17,15,12,10
AI_PROMPTING_FOLDERSTRUCTURE/qa-and-checks/performance-checks.md,.md,6369,utf-8-sig,99,frontend;backend;ui;sql;renderer;hosting_vercel_aws;data_provider;verification;security;performance,89,31,19,15,14,10
AI_PROMPTING_FOLDERSTRUCTURE/qa-and-checks/qa-strategy.md,.md,6849,utf-8-sig,109,frontend;backend;ui;sql;renderer;hosting_vercel_aws;verification;security;performance,88,28,20,15,15,10
AI_PROMPTING_FOLDERSTRUCTURE/qa-and-checks/README.md,.md,2399,utf-8-sig,46,frontend;backend;ui;sql;renderer;verification;security;performance,49,25,5,4,8,7
AI_PROMPTING_FOLDERSTRUCTURE/qa-and-checks/security-checks.md,.md,6476,utf-8-sig,99,frontend;backend;ui;sql;renderer;hosting_vercel_aws;verification;security;performance,87,28,19,15,15,10
AI_PROMPTING_FOLDERSTRUCTURE/qa-and-checks/visual-regression-checks.md,.md,5362,utf-8-sig,92,frontend;backend;ui;sql;renderer;hosting_vercel_aws;verification;security;performance,83,28,19,15,11,10
AI_PROMPTING_FOLDERSTRUCTURE/qa/ab_test_template.md,.md,13877,utf-8-sig,217,frontend;backend;ui;sql;data_feed;visualization;hosting_vercel_aws;data_provider;verification;security;performance,94,34,20,15,15,10
AI_PROMPTING_FOLDERSTRUCTURE/qa/ai_instructions.md,.md,12148,utf-8-sig,154,frontend;backend;ui;sql;data_feed;hosting_vercel_aws;data_provider;verification;security;performance,88,31,19,15,13,10
AI_PROMPTING_FOLDERSTRUCTURE/qa/README.md,.md,1599,utf-8-sig,33,ui;verification,17,6,8,0,0,3
AI_PROMPTING_FOLDERSTRUCTURE/qa/unit_test_template.md,.md,13953,utf-8-sig,217,frontend;backend;ui;sql;data_feed;visualization;hosting_vercel_aws;data_provider;verification;security;performance,94,34,20,15,15,10
AI_PROMPTING_FOLDERSTRUCTURE/README.md,.md,8291,utf-8-sig,135,frontend;backend;ui;sql;renderer;data_feed;visualization;hosting_vercel_aws;verification;security;performance,94,34,20,15,15,10
AI_PROMPTING_FOLDERSTRUCTURE/samples/sample-backend.md,.md,7680,utf-8-sig,127,frontend;backend;ui;sql;renderer;data_feed;visualization;hosting_vercel_aws;verification;security;performance,94,34,20,15,15,10
AI_PROMPTING_FOLDERSTRUCTURE/samples/sample-contract-registry-entry.md,.md,4680,utf-8-sig,84,frontend;backend;ui;sql;renderer;hosting_vercel_aws;verification;security;performance,82,28,17,15,12,10
AI_PROMPTING_FOLDERSTRUCTURE/samples/sample-frontend.md,.md,7706,utf-8-sig,127,frontend;backend;ui;sql;renderer;data_feed;visualization;hosting_vercel_aws;verification;security;performance,94,34,20,15,15,10
AI_PROMPTING_FOLDERSTRUCTURE/samples/sample-regression-matrix.md,.md,4571,utf-8-sig,84,frontend;backend;ui;sql;renderer;hosting_vercel_aws;verification;security;performance,81,28,17,15,11,10
AI_PROMPTING_FOLDERSTRUCTURE/samples/sample-ux-flow.md,.md,5616,utf-8-sig,91,frontend;backend;ui;sql;renderer;hosting_vercel_aws;verification;security;performance,86,28,19,15,14,10
AI_PROMPTING_FOLDERSTRUCTURE/scripts/ci-cd-pipeline.md,.md,18093,utf-8-sig,232,frontend;backend;ui;sql;renderer;data_feed;visualization;hosting_vercel_aws;data_provider;verification;security;performance,97,37,20,15,15,10
AI_PROMPTING_FOLDERSTRUCTURE/scripts/linting-rules.md,.md,22351,utf-8-sig,297,frontend;backend;ui;sql;renderer;data_feed;visualization;hosting_vercel_aws;data_provider;verification;security;performance,97,37,20,15,15,10
AI_PROMPTING_FOLDERSTRUCTURE/scripts/prompt-metadata-validation.md,.md,7798,utf-8-sig,133,frontend;backend;ui;sql;renderer;data_feed;hosting_vercel_aws;verification;security;performance,88,31,20,15,12,10
AI_PROMPTING_FOLDERSTRUCTURE/scripts/README.md,.md,3287,utf-8-sig,63,frontend;ui;sql;data_feed;hosting_vercel_aws;verification;security,48,22,8,0,8,10
AI_PROMPTING_FOLDERSTRUCTURE/scripts/reference-verification.md,.md,5472,utf-8-sig,92,frontend;backend;ui;sql;renderer;hosting_vercel_aws;verification;security;performance,86,28,20,15,13,10
AI_PROMPTING_FOLDERSTRUCTURE/SYSTEM.md,.md,32254,utf-8-sig,715,frontend;backend;ui;sql;renderer;data_feed;visualization;hosting_vercel_aws;data_provider;verification;security;performance,97,37,20,15,15,10
AI_PROMPTING_FOLDERSTRUCTURE/ui/accessibility.md,.md,22252,utf-8-sig,454,frontend;backend;ui;sql;renderer;data_feed;visualization;hosting_vercel_aws;kafka;data_provider;verification;security;performance,99,40,20,15,14,10
AI_PROMPTING_FOLDERSTRUCTURE/ui/ai_instructions.md,.md,26108,utf-8-sig,572,frontend;backend;ui;sql;renderer;data_feed;visualization;hosting_vercel_aws;data_provider;verification;security;performance,97,37,20,15,15,10
AI_PROMPTING_FOLDERSTRUCTURE/ui/component_library_template.md,.md,14347,utf-8-sig,225,frontend;backend;ui;sql;data_feed;visualization;hosting_vercel_aws;data_provider;verification;security;performance,94,34,20,15,15,10
AI_PROMPTING_FOLDERSTRUCTURE/ui/components.md,.md,27350,utf-8-sig,831,frontend;backend;ui;sql;renderer;data_feed;visualization;hosting_vercel_aws;verification;security;performance,94,34,20,15,15,10
AI_PROMPTING_FOLDERSTRUCTURE/ui/README.md,.md,3656,utf-8-sig,57,frontend;ui;sql;data_feed;visualization;verification,54,18,13,7,10,6
AI_PROMPTING_FOLDERSTRUCTURE/ui/responsive-rules.md,.md,6058,utf-8-sig,144,frontend;ui;sql;renderer;data_feed;visualization,50,18,19,0,4,9
AI_PROMPTING_FOLDERSTRUCTURE/ui/states.md,.md,5153,utf-8-sig,145,frontend;backend;ui;sql;data_feed;verification;performance,61,22,17,15,0,7
AI_PROMPTING_FOLDERSTRUCTURE/ui/tokens.md,.md,21171,utf-8-sig,628,frontend;backend;ui;sql;renderer;data_feed;visualization;hosting_vercel_aws;verification;performance,83,31,17,15,10,10
AI_PROMPTING_FOLDERSTRUCTURE/ui/typography.md,.md,14891,utf-8-sig,441,frontend;backend;ui;sql;renderer;data_feed;visualization;verification;performance,79,28,20,14,7,10
AI_PROMPTING_FOLDERSTRUCTURE/ui/UI Masterprompt.md,.md,11269,utf-8-sig,334,frontend;backend;ui;sql;renderer;data_feed;visualization;verification;security;performance,89,31,20,13,15,10
AI_PROMPTING_FOLDERSTRUCTURE/ux/ai_instructions.md,.md,19548,utf-8-sig,363,frontend;backend;ui;sql;renderer;data_feed;visualization;hosting_vercel_aws;data_provider;verification;security;performance,96,37,20,15,14,10
AI_PROMPTING_FOLDERSTRUCTURE/ux/copy-rules.md,.md,17191,utf-8-sig,232,frontend;backend;ui;sql;renderer;data_feed;hosting_vercel_aws;data_provider;verification;security;performance,94,34,20,15,15,10
AI_PROMPTING_FOLDERSTRUCTURE/ux/design-system.md,.md,9461,utf-8-sig,146,frontend;backend;ui;sql;renderer;data_feed;hosting_vercel_aws;verification;security;performance,91,31,20,15,15,10
AI_PROMPTING_FOLDERSTRUCTURE/ux/messaging.md,.md,9024,utf-8-sig,158,frontend;backend;ui;sql;renderer;data_feed;hosting_vercel_aws;verification;security;performance,91,31,20,15,15,10
AI_PROMPTING_FOLDERSTRUCTURE/ux/README.md,.md,3189,utf-8-sig,61,frontend;ui;visualization;verification;security,44,15,8,10,4,7
AI_PROMPTING_FOLDERSTRUCTURE/ux/states.md,.md,11147,utf-8-sig,207,frontend;backend;ui;sql;renderer;data_feed;visualization;hosting_vercel_aws;verification;security;performance,94,34,20,15,15,10
AI_PROMPTING_FOLDERSTRUCTURE/ux/user-flows.md,.md,25159,utf-8-sig,473,frontend;backend;ui;sql;renderer;data_feed;visualization;hosting_vercel_aws;data_provider;verification;security;performance,97,37,20,15,15,10
AI_PROMPTING_FOLDERSTRUCTURE/ux/UX Masterprompt.md,.md,11378,utf-8-sig,342,frontend;backend;ui;sql;data_feed;visualization;verification;security;performance,86,28,20,13,15,10
AI_PROMPTING_FOLDERSTRUCTURE/ux/wizard_flow_template.md,.md,14334,utf-8-sig,229,frontend;backend;ui;sql;data_feed;visualization;hosting_vercel_aws;data_provider;verification;security;performance,94,34,20,15,15,10
gsd/agent-inbox-main/package-lock.json,.json,41594,utf-8-sig,1182,frontend;backend;ui;sql;visualization;hosting_vercel_aws;verification;security,65,25,0,15,15,10
gsd/agent-inbox-main/package.json,.json,1231,utf-8-sig,57,backend;ui;sql;verification;security,20,15,0,0,0,5
gsd/agent-inbox-main/README.md,.md,4969,utf-8-sig,193,frontend;backend;ui;renderer;data_provider;verification;security,48,22,12,8,0,6
gsd/agent-inbox-main/skill/SKILL.md,.md,3374,utf-8-sig,71,frontend;backend;ui;renderer;data_feed;verification;security,35,22,0,8,0,5
gsd/agent-inbox-main/tsconfig.json,.json,440,utf-8-sig,20,backend,3,3,0,0,0,0
gsd/context-packet-main/.claude/skills/context-packet/references/api-reference.md,.md,2382,utf-8-sig,78,frontend;backend;sql;data_feed;visualization;data_provider;verification,52,22,13,8,0,9
gsd/context-packet-main/.claude/skills/context-packet/references/cli-reference.md,.md,2670,utf-8-sig,60,frontend;backend;ui;sql;data_feed;visualization;data_provider,55,22,12,10,4,7
gsd/context-packet-main/.claude/skills/context-packet/references/graph-design.md,.md,1900,utf-8-sig,58,backend;ui;data_feed;visualization;verification,27,15,12,0,0,0
gsd/context-packet-main/.claude/skills/context-packet/references/mcp-reference.md,.md,2010,utf-8-sig,50,frontend;backend;ui;data_feed;visualization;data_provider;verification,41,22,5,7,0,7
gsd/context-packet-main/.claude/skills/context-packet/references/packet-design.md,.md,1899,utf-8-sig,34,frontend;backend;ui;sql;data_feed;security,38,18,8,7,0,5
gsd/context-packet-main/.claude/skills/context-packet/SKILL.md,.md,3960,utf-8-sig,67,frontend;backend;ui;sql;data_feed;visualization;data_provider;verification,55,25,13,0,7,10
gsd/context-packet-main/.claude/skills/context-packet/templates/graph.json,.json,554,utf-8-sig,17,backend,14,3,5,0,0,6
gsd/context-packet-main/.claude/skills/context-packet/workflows/debug-pipeline.md,.md,2228,utf-8-sig,88,frontend;backend;ui;data_feed;visualization;data_provider,51,18,15,10,0,8
gsd/context-packet-main/.claude/skills/context-packet/workflows/design-pipeline.md,.md,2078,utf-8-sig,62,frontend;backend;ui;data_feed;visualization,31,15,13,0,0,3
gsd/context-packet-main/.claude/skills/context-packet/workflows/mcp-integration.md,.md,2318,utf-8-sig,64,frontend;backend;ui;data_feed;visualization;data_provider;verification,37,22,5,4,0,6
gsd/context-packet-main/.claude/skills/context-packet/workflows/run-command.md,.md,1681,utf-8-sig,64,backend;ui;data_feed;visualization;data_provider;verification,33,18,10,0,0,5
gsd/context-packet-main/.claude/skills/context-packet/workflows/typescript-integration.md,.md,2003,utf-8-sig,85,frontend;backend;ui;sql;data_feed;visualization;data_provider,47,22,5,7,8,5
gsd/context-packet-main/.claude/skills/context-packet/workflows/write-orchestrator.md,.md,2943,utf-8-sig,113,frontend;backend;ui;sql;data_feed;visualization;data_provider;security,60,25,20,7,0,8
gsd/context-packet-main/examples/blog-pipeline/graph.json,.json,259,utf-8-sig,10,data_feed,3,3,0,0,0,0
gsd/context-packet-main/examples/code-review/graph.json,.json,393,utf-8-sig,15,frontend;ui;security;performance,12,12,0,0,0,0
gsd/context-packet-main/examples/deep-research/graph.json,.json,434,utf-8-sig,15,ui;kafka,6,6,0,0,0,0
gsd/context-packet-main/examples/doc-gen/graph.json,.json,412,utf-8-sig,19,backend,3,3,0,0,0,0
gsd/context-packet-main/package-lock.json,.json,41568,utf-8-sig,1181,frontend;backend;ui;sql;visualization;hosting_vercel_aws;verification;security,65,25,0,15,15,10
gsd/context-packet-main/package.json,.json,859,utf-8-sig,46,backend;ui;sql;data_feed;verification,20,15,0,0,0,5
gsd/context-packet-main/README.md,.md,6055,utf-8-sig,211,frontend;backend;ui;sql;data_feed;visualization;data_provider;verification;security,63,28,17,0,8,10
gsd/context-packet-main/tsconfig.json,.json,398,utf-8-sig,18,backend,3,3,0,0,0,0
gsd/daemon-main/.github/workflows/release-daemon.yml,.yml,7072,utf-8-sig,215,frontend;backend;ui;hosting_vercel_aws;verification;security;performance,61,22,14,15,0,10
gsd/daemon-main/.github/workflows/test.yml,.yml,1146,utf-8-sig,49,backend;hosting_vercel_aws;verification;performance,35,12,5,10,0,8
gsd/daemon-main/CHANGELOG.md,.md,4102,utf-8-sig,64,frontend;backend;ui;sql;data_feed;verification,48,18,10,15,0,5
gsd/daemon-main/CLAUDE.md,.md,3092,utf-8-sig,64,frontend;backend;ui;data_feed;verification,41,15,8,10,0,8
gsd/daemon-main/internal/pi/extension/package-lock.json,.json,192092,utf-8-sig,5264,frontend;backend;ui;sql;renderer;data_feed;visualization;hosting_vercel_aws;data_provider;verification;security;performance,97,37,20,15,15,10
gsd/daemon-main/internal/pi/extension/package.json,.json,441,utf-8-sig,21,verification,8,3,0,0,0,5
gsd/daemon-main/README.md,.md,1513,utf-8-sig,53,backend;ui;data_feed;performance,37,12,8,10,0,7
gsd/docs-main/AGENTS.md,.md,1160,utf-8-sig,34,frontend;backend;ui,32,9,17,0,0,6
gsd/docs-main/api-reference/openapi.json,.json,5173,utf-8-sig,217,frontend;backend;ui;sql;security,58,15,8,14,15,6
gsd/docs-main/CONTRIBUTING.md,.md,1397,utf-8-sig,35,frontend;backend;ui,27,9,12,0,0,6
gsd/docs-main/docs.json,.json,2642,utf-8-sig,123,frontend;backend;ui;sql;visualization,39,15,17,0,4,3
gsd/docs-main/README.md,.md,1763,utf-8-sig,56,frontend;backend;ui;visualization;hosting_vercel_aws,47,15,20,4,0,8
gsd/get-shit-done-main/.changeset/2937-statusline-context-position.md,.md,513,utf-8-sig,6,sql;renderer,23,6,12,0,0,5
gsd/get-shit-done-main/.changeset/3033-sdk-flag-wired.md,.md,561,utf-8-sig,6,hosting_vercel_aws,10,3,0,0,0,7
gsd/get-shit-done-main/.changeset/3095-quota-failure-classification.md,.md,1038,utf-8-sig,6,sql;data_provider,29,6,8,15,0,0
gsd/get-shit-done-main/.changeset/3156-plan-phase-opencode-dispatch.md,.md,1003,utf-8-sig,6,verification,10,3,0,7,0,0
gsd/get-shit-done-main/.changeset/3166-graphify-inline-build.md,.md,927,utf-8-sig,5,ui;visualization;verification;performance,17,12,0,0,0,5
gsd/get-shit-done-main/.changeset/3170-graphify-commit-staleness.md,.md,1114,utf-8-sig,5,ui;sql;visualization,22,9,8,0,0,5
gsd/get-shit-done-main/.changeset/3195-quick-resurrection-guard.md,.md,461,utf-8-sig,6,ui,3,3,0,0,0,0
